Inital State,Search Objective,Path,Cost,Generated Nodes,Visited Nodes,Algorithm,Cost Function,Heuristic
"(26, 21)","(30, 20)","[(26, 21), (27, 21), (28, 21), (29, 21), (30, 21), (30, 20)]",60,119,51,BFS,c4,h1
"(14, 30)","(8, 3)","[(14, 30), (13, 30), (12, 30), (11, 30), (10, 30), (9, 30), (8, 30), (8, 29), (8, 28), (8, 27), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19), (8, 18), (8, 17), (8, 16), (8, 15), (8, 14), (8, 13), (8, 12), (8, 11), (8, 10), (8, 9), (8, 8), (8, 7), (8, 6), (8, 5), (8, 4), (8, 3)]",330,1562,787,BFS,c1,h1
"(14, 30)","(8, 3)","[(14, 30), (13, 30), (12, 30), (11, 30), (10, 30), (9, 30), (8, 30), (8, 29), (8, 28), (8, 27), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19), (8, 18), (8, 17), (8, 16), (8, 15), (8, 14), (8, 13), (8, 12), (8, 11), (8, 10), (8, 9), (8, 8), (8, 7), (8, 6), (8, 5), (8, 4), (8, 3)]",360,1562,787,BFS,c2,h1
"(14, 30)","(8, 3)","[(14, 30), (13, 30), (12, 30), (11, 30), (10, 30), (9, 30), (8, 30), (8, 29), (8, 28), (8, 27), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19), (8, 18), (8, 17), (8, 16), (8, 15), (8, 14), (8, 13), (8, 12), (8, 11), (8, 10), (8, 9), (8, 8), (8, 7), (8, 6), (8, 5), (8, 4), (8, 3)]",341,1562,787,BFS,c3,h1
"(14, 30)","(8, 3)","[(14, 30), (13, 30), (12, 30), (11, 30), (10, 30), (9, 30), (8, 30), (8, 29), (8, 28), (8, 27), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19), (8, 18), (8, 17), (8, 16), (8, 15), (8, 14), (8, 13), (8, 12), (8, 11), (8, 10), (8, 9), (8, 8), (8, 7), (8, 6), (8, 5), (8, 4), (8, 3)]",339,1562,787,BFS,c4,h1
"(10, 25)","(26, 11)","[(10, 25), (11, 25), (12, 25), (13, 25), (14, 25), (15, 25), (16, 25), (17, 25), (18, 25), (19, 25), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 25), (26, 25), (26, 24), (26, 23), (26, 22), (26, 21), (26, 20), (26, 19), (26, 18), (26, 17), (26, 16), (26, 15), (26, 14), (26, 13), (26, 12), (26, 11)]",300,1608,815,BFS,c1,h1
"(10, 25)","(26, 11)","[(10, 25), (11, 25), (12, 25), (13, 25), (14, 25), (15, 25), (16, 25), (17, 25), (18, 25), (19, 25), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 25), (26, 25), (26, 24), (26, 23), (26, 22), (26, 21), (26, 20), (26, 19), (26, 18), (26, 17), (26, 16), (26, 15), (26, 14), (26, 13), (26, 12), (26, 11)]",380,1608,815,BFS,c2,h1
"(10, 25)","(26, 11)","[(10, 25), (11, 25), (12, 25), (13, 25), (14, 25), (15, 25), (16, 25), (17, 25), (18, 25), (19, 25), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 25), (26, 25), (26, 24), (26, 23), (26, 22), (26, 21), (26, 20), (26, 19), (26, 18), (26, 17), (26, 16), (26, 15), (26, 14), (26, 13), (26, 12), (26, 11)]",340,1608,815,BFS,c3,h1
"(10, 25)","(26, 11)","[(10, 25), (11, 25), (12, 25), (13, 25), (14, 25), (15, 25), (16, 25), (17, 25), (18, 25), (19, 25), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 25), (26, 25), (26, 24), (26, 23), (26, 22), (26, 21), (26, 20), (26, 19), (26, 18), (26, 17), (26, 16), (26, 15), (26, 14), (26, 13), (26, 12), (26, 11)]",286,1608,815,BFS,c4,h1
"(10, 14)","(12, 17)","[(10, 14), (11, 14), (12, 14), (12, 15), (12, 16), (12, 17)]",50,133,57,BFS,c1,h1
"(10, 14)","(12, 17)","[(10, 14), (11, 14), (12, 14), (12, 15), (12, 16), (12, 17)]",60,133,57,BFS,c2,h1
"(10, 14)","(12, 17)","[(10, 14), (11, 14), (12, 14), (12, 15), (12, 16), (12, 17)]",57,133,57,BFS,c3,h1
"(10, 14)","(12, 17)","[(10, 14), (11, 14), (12, 14), (12, 15), (12, 16), (12, 17)]",57,133,57,BFS,c4,h1
"(3, 3)","(19, 21)","[(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (19, 4), (19, 5), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (19, 16), (19, 17), (19, 18), (19, 19), (19, 20), (19, 21)]",340,1462,742,BFS,c1,h1
"(3, 3)","(19, 21)","[(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (19, 4), (19, 5), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (19, 16), (19, 17), (19, 18), (19, 19), (19, 20), (19, 21)]",420,1462,742,BFS,c2,h1
"(3, 3)","(19, 21)","[(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (19, 4), (19, 5), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (19, 16), (19, 17), (19, 18), (19, 19), (19, 20), (19, 21)]",380,1462,742,BFS,c3,h1
"(3, 3)","(19, 21)","[(3, 3), (4, 3), (5, 3), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 3), (13, 3), (14, 3), (15, 3), (16, 3), (17, 3), (18, 3), (19, 3), (19, 4), (19, 5), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (19, 16), (19, 17), (19, 18), (19, 19), (19, 20), (19, 21)]",326,1462,742,BFS,c4,h1
"(16, 24)","(2, 24)","[(16, 24), (15, 24), (14, 24), (13, 24), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (7, 24), (6, 24), (5, 24), (4, 24), (3, 24), (2, 24)]",140,665,317,BFS,c1,h1
"(16, 24)","(2, 24)","[(16, 24), (15, 24), (14, 24), (13, 24), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (7, 24), (6, 24), (5, 24), (4, 24), (3, 24), (2, 24)]",210,665,317,BFS,c2,h1
"(16, 24)","(2, 24)","[(16, 24), (15, 24), (14, 24), (13, 24), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (7, 24), (6, 24), (5, 24), (4, 24), (3, 24), (2, 24)]",171,665,317,BFS,c3,h1
"(16, 24)","(2, 24)","[(16, 24), (15, 24), (14, 24), (13, 24), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (7, 24), (6, 24), (5, 24), (4, 24), (3, 24), (2, 24)]",125,665,317,BFS,c4,h1
"(19, 5)","(22, 22)","[(19, 5), (20, 5), (21, 5), (22, 5), (22, 6), (22, 7), (22, 8), (22, 9), (22, 10), (22, 11), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (22, 18), (22, 19), (22, 20), (22, 21), (22, 22)]",200,1084,537,BFS,c1,h1
"(19, 5)","(22, 22)","[(19, 5), (20, 5), (21, 5), (22, 5), (22, 6), (22, 7), (22, 8), (22, 9), (22, 10), (22, 11), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (22, 18), (22, 19), (22, 20), (22, 21), (22, 22)]",215,1084,537,BFS,c2,h1
"(19, 5)","(22, 22)","[(19, 5), (20, 5), (21, 5), (22, 5), (22, 6), (22, 7), (22, 8), (22, 9), (22, 10), (22, 11), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (22, 18), (22, 19), (22, 20), (22, 21), (22, 22)]",209,1084,537,BFS,c3,h1
"(19, 5)","(22, 22)","[(19, 5), (20, 5), (21, 5), (22, 5), (22, 6), (22, 7), (22, 8), (22, 9), (22, 10), (22, 11), (22, 12), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (22, 18), (22, 19), (22, 20), (22, 21), (22, 22)]",209,1084,537,BFS,c4,h1
"(7, 8)","(22, 12)","[(7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (22, 9), (22, 10), (22, 11), (22, 12)]",190,980,483,BFS,c1,h1
"(7, 8)","(22, 12)","[(7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (22, 9), (22, 10), (22, 11), (22, 12)]",265,980,483,BFS,c2,h1
"(7, 8)","(22, 12)","[(7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (22, 9), (22, 10), (22, 11), (22, 12)]",225,980,483,BFS,c3,h1
"(7, 8)","(22, 12)","[(7, 8), (8, 8), (9, 8), (10, 8), (11, 8), (12, 8), (13, 8), (14, 8), (15, 8), (16, 8), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (22, 9), (22, 10), (22, 11), (22, 12)]",175,980,483,BFS,c4,h1
"(1, 6)","(8, 13)","[(1, 6), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 7), (8, 8), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13)]",140,409,202,BFS,c1,h1
"(1, 6)","(8, 13)","[(1, 6), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 7), (8, 8), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13)]",175,409,202,BFS,c2,h1
"(1, 6)","(8, 13)","[(1, 6), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 7), (8, 8), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13)]",153,409,202,BFS,c3,h1
"(1, 6)","(8, 13)","[(1, 6), (2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (8, 7), (8, 8), (8, 9), (8, 10), (8, 11), (8, 12), (8, 13)]",147,409,202,BFS,c4,h1
"(1, 27)","(14, 25)","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27), (13, 27), (14, 27), (14, 26), (14, 25)]",150,365,181,BFS,c1,h1
"(1, 27)","(14, 25)","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27), (13, 27), (14, 27), (14, 26), (14, 25)]",215,365,181,BFS,c2,h1
"(1, 27)","(14, 25)","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27), (13, 27), (14, 27), (14, 26), (14, 25)]",178,365,181,BFS,c3,h1
"(1, 27)","(14, 25)","[(1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27), (13, 27), (14, 27), (14, 26), (14, 25)]",136,365,181,BFS,c4,h1
"(16, 4)","(12, 10)","[(16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (12, 9), (12, 10)]",100,355,167,BFS,c1,h1
"(16, 4)","(12, 10)","[(16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (12, 9), (12, 10)]",120,355,167,BFS,c2,h1
"(16, 4)","(12, 10)","[(16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (12, 9), (12, 10)]",110,355,167,BFS,c3,h1
"(16, 4)","(12, 10)","[(16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (12, 9), (12, 10)]",110,355,167,BFS,c4,h1
"(22, 15)","(28, 17)","[(22, 15), (23, 15), (24, 15), (25, 15), (26, 15), (27, 15), (28, 15), (28, 16), (28, 17)]",80,296,133,BFS,c1,h1
"(22, 15)","(28, 17)","[(22, 15), (23, 15), (24, 15), (25, 15), (26, 15), (27, 15), (28, 15), (28, 16), (28, 17)]",110,296,133,BFS,c2,h1
"(22, 15)","(28, 17)","[(22, 15), (23, 15), (24, 15), (25, 15), (26, 15), (27, 15), (28, 15), (28, 16), (28, 17)]",91,296,133,BFS,c3,h1
"(22, 15)","(28, 17)","[(22, 15), (23, 15), (24, 15), (25, 15), (26, 15), (27, 15), (28, 15), (28, 16), (28, 17)]",89,296,133,BFS,c4,h1
"(13, 8)","(0, 6)","[(13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8), (0, 7), (0, 6)]",150,804,385,BFS,c1,h1
"(13, 8)","(0, 6)","[(13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8), (0, 7), (0, 6)]",215,804,385,BFS,c2,h1
"(13, 8)","(0, 6)","[(13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8), (0, 7), (0, 6)]",178,804,385,BFS,c3,h1
"(13, 8)","(0, 6)","[(13, 8), (12, 8), (11, 8), (10, 8), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8), (0, 7), (0, 6)]",136,804,385,BFS,c4,h1
"(23, 14)","(19, 16)","[(23, 14), (22, 14), (21, 14), (20, 14), (19, 14), (19, 15), (19, 16)]",60,154,66,BFS,c1,h1
"(23, 14)","(19, 16)","[(23, 14), (22, 14), (21, 14), (20, 14), (19, 14), (19, 15), (19, 16)]",80,154,66,BFS,c2,h1
"(23, 14)","(19, 16)","[(23, 14), (22, 14), (21, 14), (20, 14), (19, 14), (19, 15), (19, 16)]",70,154,66,BFS,c3,h1
"(23, 14)","(19, 16)","[(23, 14), (22, 14), (21, 14), (20, 14), (19, 14), (19, 15), (19, 16)]",70,154,66,BFS,c4,h1
"(28, 6)","(17, 11)","[(28, 6), (27, 6), (26, 6), (25, 6), (24, 6), (23, 6), (22, 6), (21, 6), (20, 6), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (17, 11)]",160,534,263,BFS,c1,h1
"(28, 6)","(17, 11)","[(28, 6), (27, 6), (26, 6), (25, 6), (24, 6), (23, 6), (22, 6), (21, 6), (20, 6), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (17, 11)]",215,534,263,BFS,c2,h1
"(28, 6)","(17, 11)","[(28, 6), (27, 6), (26, 6), (25, 6), (24, 6), (23, 6), (22, 6), (21, 6), (20, 6), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (17, 11)]",185,534,263,BFS,c3,h1
"(28, 6)","(17, 11)","[(28, 6), (27, 6), (26, 6), (25, 6), (24, 6), (23, 6), (22, 6), (21, 6), (20, 6), (19, 6), (18, 6), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (17, 11)]",151,534,263,BFS,c4,h1
"(17, 3)","(30, 0)","[(17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 3), (24, 3), (25, 3), (26, 3), (27, 3), (28, 3), (29, 3), (30, 3), (30, 2), (30, 1), (30, 0)]",160,723,353,BFS,c1,h1
"(17, 3)","(30, 0)","[(17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 3), (24, 3), (25, 3), (26, 3), (27, 3), (28, 3), (29, 3), (30, 3), (30, 2), (30, 1), (30, 0)]",225,723,353,BFS,c2,h1
"(17, 3)","(30, 0)","[(17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 3), (24, 3), (25, 3), (26, 3), (27, 3), (28, 3), (29, 3), (30, 3), (30, 2), (30, 1), (30, 0)]",188,723,353,BFS,c3,h1
"(17, 3)","(30, 0)","[(17, 3), (18, 3), (19, 3), (20, 3), (21, 3), (22, 3), (23, 3), (24, 3), (25, 3), (26, 3), (27, 3), (28, 3), (29, 3), (30, 3), (30, 2), (30, 1), (30, 0)]",146,723,353,BFS,c4,h1
"(29, 19)","(15, 17)","[(29, 19), (28, 19), (27, 19), (26, 19), (25, 19), (24, 19), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19), (16, 19), (15, 19), (15, 18), (15, 17)]",160,564,276,BFS,c1,h1
"(29, 19)","(15, 17)","[(29, 19), (28, 19), (27, 19), (26, 19), (25, 19), (24, 19), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19), (16, 19), (15, 19), (15, 18), (15, 17)]",230,564,276,BFS,c2,h1
"(29, 19)","(15, 17)","[(29, 19), (28, 19), (27, 19), (26, 19), (25, 19), (24, 19), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19), (16, 19), (15, 19), (15, 18), (15, 17)]",191,564,276,BFS,c3,h1
"(29, 19)","(15, 17)","[(29, 19), (28, 19), (27, 19), (26, 19), (25, 19), (24, 19), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19), (16, 19), (15, 19), (15, 18), (15, 17)]",145,564,276,BFS,c4,h1
"(4, 0)","(3, 9)","[(4, 0), (3, 0), (3, 1), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9)]",100,180,89,BFS,c1,h1
"(4, 0)","(3, 9)","[(4, 0), (3, 0), (3, 1), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9)]",105,180,89,BFS,c2,h1
"(4, 0)","(3, 9)","[(4, 0), (3, 0), (3, 1), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9)]",104,180,89,BFS,c3,h1
"(4, 0)","(3, 9)","[(4, 0), (3, 0), (3, 1), (3, 2), (3, 3), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9)]",104,180,89,BFS,c4,h1
"(6, 21)","(20, 9)","[(6, 21), (7, 21), (8, 21), (9, 21), (10, 21), (11, 21), (12, 21), (13, 21), (14, 21), (15, 21), (16, 21), (17, 21), (18, 21), (19, 21), (20, 21), (20, 20), (20, 19), (20, 18), (20, 17), (20, 16), (20, 15), (20, 14), (20, 13), (20, 12), (20, 11), (20, 10), (20, 9)]",260,1458,733,BFS,c1,h1
"(6, 21)","(20, 9)","[(6, 21), (7, 21), (8, 21), (9, 21), (10, 21), (11, 21), (12, 21), (13, 21), (14, 21), (15, 21), (16, 21), (17, 21), (18, 21), (19, 21), (20, 21), (20, 20), (20, 19), (20, 18), (20, 17), (20, 16), (20, 15), (20, 14), (20, 13), (20, 12), (20, 11), (20, 10), (20, 9)]",330,1458,733,BFS,c2,h1
"(6, 21)","(20, 9)","[(6, 21), (7, 21), (8, 21), (9, 21), (10, 21), (11, 21), (12, 21), (13, 21), (14, 21), (15, 21), (16, 21), (17, 21), (18, 21), (19, 21), (20, 21), (20, 20), (20, 19), (20, 18), (20, 17), (20, 16), (20, 15), (20, 14), (20, 13), (20, 12), (20, 11), (20, 10), (20, 9)]",291,1458,733,BFS,c3,h1
"(6, 21)","(20, 9)","[(6, 21), (7, 21), (8, 21), (9, 21), (10, 21), (11, 21), (12, 21), (13, 21), (14, 21), (15, 21), (16, 21), (17, 21), (18, 21), (19, 21), (20, 21), (20, 20), (20, 19), (20, 18), (20, 17), (20, 16), (20, 15), (20, 14), (20, 13), (20, 12), (20, 11), (20, 10), (20, 9)]",245,1458,733,BFS,c4,h1
"(2, 6)","(17, 20)","[(2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6), (16, 6), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20)]",290,1314,660,BFS,c1,h1
"(2, 6)","(17, 20)","[(2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6), (16, 6), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20)]",365,1314,660,BFS,c2,h1
"(2, 6)","(17, 20)","[(2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6), (16, 6), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20)]",325,1314,660,BFS,c3,h1
"(2, 6)","(17, 20)","[(2, 6), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6), (8, 6), (9, 6), (10, 6), (11, 6), (12, 6), (13, 6), (14, 6), (15, 6), (16, 6), (17, 6), (17, 7), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (17, 13), (17, 14), (17, 15), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20)]",275,1314,660,BFS,c4,h1
"(30, 4)","(25, 8)","[(30, 4), (29, 4), (28, 4), (27, 4), (26, 4), (25, 4), (25, 5), (25, 6), (25, 7), (25, 8)]",90,163,80,BFS,c1,h1
"(30, 4)","(25, 8)","[(30, 4), (29, 4), (28, 4), (27, 4), (26, 4), (25, 4), (25, 5), (25, 6), (25, 7), (25, 8)]",115,163,80,BFS,c2,h1
"(30, 4)","(25, 8)","[(30, 4), (29, 4), (28, 4), (27, 4), (26, 4), (25, 4), (25, 5), (25, 6), (25, 7), (25, 8)]",100,163,80,BFS,c3,h1
"(30, 4)","(25, 8)","[(30, 4), (29, 4), (28, 4), (27, 4), (26, 4), (25, 4), (25, 5), (25, 6), (25, 7), (25, 8)]",100,163,80,BFS,c4,h1
"(4, 22)","(25, 30)","[(4, 22), (5, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (16, 22), (17, 22), (18, 22), (19, 22), (20, 22), (21, 22), (22, 22), (23, 22), (24, 22), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29), (25, 30)]",290,1471,742,BFS,c1,h1
"(4, 22)","(25, 30)","[(4, 22), (5, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (16, 22), (17, 22), (18, 22), (19, 22), (20, 22), (21, 22), (22, 22), (23, 22), (24, 22), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29), (25, 30)]",395,1471,742,BFS,c2,h1
"(4, 22)","(25, 30)","[(4, 22), (5, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (16, 22), (17, 22), (18, 22), (19, 22), (20, 22), (21, 22), (22, 22), (23, 22), (24, 22), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29), (25, 30)]",340,1471,742,BFS,c3,h1
"(4, 22)","(25, 30)","[(4, 22), (5, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (16, 22), (17, 22), (18, 22), (19, 22), (20, 22), (21, 22), (22, 22), (23, 22), (24, 22), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (25, 29), (25, 30)]",285,1471,742,BFS,c4,h1
"(3, 10)","(12, 15)","[(3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (12, 11), (12, 12), (12, 13), (12, 14), (12, 15)]",140,552,270,BFS,c1,h1
"(3, 10)","(12, 15)","[(3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (12, 11), (12, 12), (12, 13), (12, 14), (12, 15)]",185,552,270,BFS,c2,h1
"(3, 10)","(12, 15)","[(3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (12, 11), (12, 12), (12, 13), (12, 14), (12, 15)]",160,552,270,BFS,c3,h1
"(3, 10)","(12, 15)","[(3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (12, 11), (12, 12), (12, 13), (12, 14), (12, 15)]",140,552,270,BFS,c4,h1
"(2, 25)","(2, 12)","[(2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (2, 18), (2, 17), (2, 16), (2, 15), (2, 14), (2, 13), (2, 12)]",130,395,195,BFS,c1,h1
"(2, 25)","(2, 12)","[(2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (2, 18), (2, 17), (2, 16), (2, 15), (2, 14), (2, 13), (2, 12)]",130,395,195,BFS,c2,h1
"(2, 25)","(2, 12)","[(2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (2, 18), (2, 17), (2, 16), (2, 15), (2, 14), (2, 13), (2, 12)]",130,395,195,BFS,c3,h1
"(2, 25)","(2, 12)","[(2, 25), (2, 24), (2, 23), (2, 22), (2, 21), (2, 20), (2, 19), (2, 18), (2, 17), (2, 16), (2, 15), (2, 14), (2, 13), (2, 12)]",130,395,195,BFS,c4,h1
"(28, 7)","(20, 15)","[(28, 7), (27, 7), (26, 7), (25, 7), (24, 7), (23, 7), (22, 7), (21, 7), (20, 7), (20, 8), (20, 9), (20, 10), (20, 11), (20, 12), (20, 13), (20, 14), (20, 15)]",160,566,279,BFS,c1,h1
"(28, 7)","(20, 15)","[(28, 7), (27, 7), (26, 7), (25, 7), (24, 7), (23, 7), (22, 7), (21, 7), (20, 7), (20, 8), (20, 9), (20, 10), (20, 11), (20, 12), (20, 13), (20, 14), (20, 15)]",200,566,279,BFS,c2,h1
"(28, 7)","(20, 15)","[(28, 7), (27, 7), (26, 7), (25, 7), (24, 7), (23, 7), (22, 7), (21, 7), (20, 7), (20, 8), (20, 9), (20, 10), (20, 11), (20, 12), (20, 13), (20, 14), (20, 15)]",176,566,279,BFS,c3,h1
"(28, 7)","(20, 15)","[(28, 7), (27, 7), (26, 7), (25, 7), (24, 7), (23, 7), (22, 7), (21, 7), (20, 7), (20, 8), (20, 9), (20, 10), (20, 11), (20, 12), (20, 13), (20, 14), (20, 15)]",164,566,279,BFS,c4,h1
