Inital State,Search Objective,Path,Cost,Generated Nodes,Visited Nodes,Algorithm,Cost Function,HeuristicExecution Number
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (14, 27), (13, 27), (12, 27), (12, 26), (11, 26), (11, 25), (11, 24), (11, 23), (11, 22), (10, 22), (9, 22), (9, 21), (9, 20), (8, 20), (8, 19)]",170,706,346,BFS,c1,h1,1
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (15, 26), (14, 26), (13, 26), (13, 25), (12, 25), (12, 24), (11, 24), (11, 23), (10, 23), (10, 22), (10, 21), (9, 21), (9, 20), (9, 19), (8, 19)]",210,733,360,BFS,c2,h1,1
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (14, 27), (13, 27), (12, 27), (12, 26), (12, 25), (11, 25), (11, 24), (10, 24), (9, 24), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",187,743,366,BFS,c3,h1,1
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (16, 25), (16, 24), (16, 23), (15, 23), (15, 22), (14, 22), (14, 21), (14, 20), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19)]",163,745,366,BFS,c4,h1,1
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (15, 26), (14, 26), (13, 26), (12, 26), (12, 25), (12, 24), (12, 23), (12, 22), (12, 21), (11, 21), (11, 20), (10, 20), (9, 20), (9, 19), (8, 19)]",170,735,361,BFS,c1,h1,2
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (16, 25), (15, 25), (15, 24), (15, 23), (14, 23), (13, 23), (13, 22), (12, 22), (11, 22), (11, 21), (10, 21), (9, 21), (8, 21), (8, 20), (8, 19)]",210,737,363,BFS,c2,h1,2
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (14, 27), (14, 26), (14, 25), (13, 25), (12, 25), (12, 24), (12, 23), (12, 22), (12, 21), (11, 21), (10, 21), (9, 21), (9, 20), (8, 20), (8, 19)]",189,710,349,BFS,c3,h1,2
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (11, 27), (10, 27), (10, 26), (10, 25), (9, 25), (9, 24), (9, 23), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",171,714,351,BFS,c4,h1,2
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (9, 27), (9, 26), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",170,722,355,BFS,c1,h1,3
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (14, 27), (14, 26), (13, 26), (13, 25), (13, 24), (12, 24), (12, 23), (12, 22), (12, 21), (11, 21), (10, 21), (10, 20), (10, 19), (9, 19), (8, 19)]",210,708,348,BFS,c2,h1,3
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (14, 27), (14, 26), (14, 25), (14, 24), (13, 24), (13, 23), (12, 23), (11, 23), (10, 23), (10, 22), (9, 22), (9, 21), (8, 21), (8, 20), (8, 19)]",192,708,348,BFS,c3,h1,3
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (14, 27), (14, 26), (14, 25), (14, 24), (13, 24), (12, 24), (11, 24), (10, 24), (10, 23), (9, 23), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",156,743,366,BFS,c4,h1,3
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (15, 27), (15, 26), (15, 25), (15, 24), (14, 24), (13, 24), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",170,718,353,BFS,c1,h1,4
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (15, 26), (15, 25), (14, 25), (14, 24), (13, 24), (13, 23), (12, 23), (12, 22), (12, 21), (12, 20), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19)]",210,735,362,BFS,c2,h1,4
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (14, 27), (13, 27), (12, 27), (11, 27), (11, 26), (10, 26), (10, 25), (10, 24), (9, 24), (9, 23), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",182,714,350,BFS,c3,h1,4
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (15, 27), (14, 27), (13, 27), (12, 27), (12, 26), (11, 26), (11, 25), (10, 25), (10, 24), (9, 24), (9, 23), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",165,737,362,BFS,c4,h1,4
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (14, 27), (13, 27), (12, 27), (11, 27), (10, 27), (9, 27), (8, 27), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",170,745,366,BFS,c1,h1,5
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (11, 27), (11, 26), (10, 26), (9, 26), (9, 25), (9, 24), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",210,712,350,BFS,c2,h1,5
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (15, 26), (15, 25), (14, 25), (14, 24), (14, 23), (14, 22), (13, 22), (13, 21), (12, 21), (11, 21), (11, 20), (10, 20), (9, 20), (8, 20), (8, 19)]",190,708,347,BFS,c3,h1,5
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (15, 26), (14, 26), (14, 25), (14, 24), (14, 23), (13, 23), (13, 22), (13, 21), (13, 20), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19)]",171,716,351,BFS,c4,h1,5
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (15, 26), (15, 25), (15, 24), (15, 23), (15, 22), (15, 21), (14, 21), (14, 20), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19)]",170,745,367,BFS,c1,h1,6
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (15, 26), (15, 25), (14, 25), (14, 24), (14, 23), (13, 23), (12, 23), (12, 22), (12, 21), (11, 21), (11, 20), (11, 19), (10, 19), (9, 19), (8, 19)]",210,714,351,BFS,c2,h1,6
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (16, 25), (16, 24), (15, 24), (15, 23), (14, 23), (13, 23), (13, 22), (12, 22), (12, 21), (11, 21), (11, 20), (10, 20), (9, 20), (9, 19), (8, 19)]",188,737,363,BFS,c3,h1,6
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (16, 25), (16, 24), (16, 23), (15, 23), (15, 22), (15, 21), (15, 20), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19)]",162,747,368,BFS,c4,h1,6
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (14, 27), (14, 26), (13, 26), (12, 26), (11, 26), (11, 25), (10, 25), (9, 25), (9, 24), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",170,712,349,BFS,c1,h1,7
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (14, 27), (13, 27), (12, 27), (11, 27), (10, 27), (10, 26), (9, 26), (9, 25), (8, 25), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",210,745,367,BFS,c2,h1,7
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (12, 27), (12, 26), (11, 26), (11, 25), (11, 24), (10, 24), (9, 24), (9, 23), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",189,710,348,BFS,c3,h1,7
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (15, 26), (15, 25), (14, 25), (13, 25), (13, 24), (13, 23), (13, 22), (12, 22), (12, 21), (11, 21), (11, 20), (10, 20), (10, 19), (9, 19), (8, 19)]",165,737,362,BFS,c4,h1,7
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (13, 28), (13, 27), (13, 26), (13, 25), (12, 25), (11, 25), (11, 24), (11, 23), (11, 22), (10, 22), (9, 22), (8, 22), (8, 21), (8, 20), (8, 19)]",170,739,364,BFS,c1,h1,8
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (16, 25), (15, 25), (15, 24), (14, 24), (14, 23), (13, 23), (12, 23), (11, 23), (11, 22), (10, 22), (10, 21), (10, 20), (9, 20), (9, 19), (8, 19)]",210,737,363,BFS,c2,h1,8
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (14, 27), (14, 26), (13, 26), (12, 26), (11, 26), (10, 26), (9, 26), (9, 25), (9, 24), (9, 23), (9, 22), (9, 21), (8, 21), (8, 20), (8, 19)]",189,706,346,BFS,c3,h1,8
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (13, 28), (13, 27), (12, 27), (11, 27), (10, 27), (9, 27), (9, 26), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",168,747,367,BFS,c4,h1,8
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (13, 28), (13, 27), (13, 26), (12, 26), (11, 26), (10, 26), (10, 25), (10, 24), (10, 23), (10, 22), (9, 22), (9, 21), (8, 21), (8, 20), (8, 19)]",170,712,350,BFS,c1,h1,9
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (14, 27), (13, 27), (12, 27), (12, 26), (11, 26), (10, 26), (10, 25), (10, 24), (9, 24), (9, 23), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",210,733,360,BFS,c2,h1,9
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (15, 26), (14, 26), (13, 26), (13, 25), (13, 24), (12, 24), (12, 23), (12, 22), (12, 21), (11, 21), (11, 20), (10, 20), (9, 20), (8, 20), (8, 19)]",189,710,349,BFS,c3,h1,9
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (15, 27), (15, 26), (15, 25), (15, 24), (15, 23), (14, 23), (14, 22), (14, 21), (13, 21), (12, 21), (11, 21), (10, 21), (10, 20), (9, 20), (8, 20), (8, 19)]",159,737,363,BFS,c4,h1,9
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (15, 27), (14, 27), (13, 27), (12, 27), (12, 26), (12, 25), (12, 24), (12, 23), (12, 22), (12, 21), (12, 20), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19)]",170,714,350,BFS,c1,h1,10
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (15, 26), (15, 25), (14, 25), (13, 25), (12, 25), (11, 25), (11, 24), (10, 24), (10, 23), (9, 23), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",210,741,364,BFS,c2,h1,10
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (15, 27), (14, 27), (13, 27), (13, 26), (13, 25), (12, 25), (12, 24), (11, 24), (11, 23), (11, 22), (10, 22), (10, 21), (9, 21), (9, 20), (8, 20), (8, 19)]",192,737,363,BFS,c3,h1,10
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (16, 25), (16, 24), (16, 23), (16, 22), (15, 22), (14, 22), (13, 22), (13, 21), (12, 21), (11, 21), (10, 21), (10, 20), (9, 20), (9, 19), (8, 19)]",154,708,348,BFS,c4,h1,10
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (14, 27), (13, 27), (13, 26), (13, 25), (13, 24), (12, 24), (12, 23), (12, 22), (11, 22), (11, 21), (10, 21), (10, 20), (10, 19), (9, 19), (8, 19)]",170,737,362,BFS,c1,h1,11
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (15, 27), (14, 27), (14, 26), (14, 25), (14, 24), (14, 23), (14, 22), (14, 21), (13, 21), (12, 21), (12, 20), (11, 20), (10, 20), (9, 20), (9, 19), (8, 19)]",210,708,347,BFS,c2,h1,11
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (15, 27), (14, 27), (13, 27), (13, 26), (12, 26), (11, 26), (10, 26), (10, 25), (9, 25), (9, 24), (9, 23), (9, 22), (9, 21), (8, 21), (8, 20), (8, 19)]",192,708,348,BFS,c3,h1,11
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (13, 28), (12, 28), (11, 28), (10, 28), (9, 28), (9, 27), (8, 27), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",173,750,370,BFS,c4,h1,11
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (14, 27), (14, 26), (13, 26), (13, 25), (12, 25), (11, 25), (11, 24), (11, 23), (11, 22), (10, 22), (9, 22), (8, 22), (8, 21), (8, 20), (8, 19)]",170,710,349,BFS,c1,h1,12
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (15, 26), (15, 25), (15, 24), (14, 24), (14, 23), (14, 22), (13, 22), (13, 21), (12, 21), (12, 20), (11, 20), (10, 20), (9, 20), (8, 20), (8, 19)]",210,735,361,BFS,c2,h1,12
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (14, 27), (13, 27), (13, 26), (13, 25), (12, 25), (11, 25), (10, 25), (10, 24), (10, 23), (9, 23), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",190,735,362,BFS,c3,h1,12
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (15, 27), (14, 27), (13, 27), (13, 26), (12, 26), (11, 26), (10, 26), (9, 26), (8, 26), (8, 25), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",162,722,355,BFS,c4,h1,12
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (15, 26), (15, 25), (15, 24), (15, 23), (14, 23), (13, 23), (13, 22), (13, 21), (13, 20), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19)]",170,743,366,BFS,c1,h1,13
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (13, 28), (13, 27), (12, 27), (12, 26), (11, 26), (11, 25), (10, 25), (10, 24), (10, 23), (10, 22), (10, 21), (9, 21), (8, 21), (8, 20), (8, 19)]",210,712,350,BFS,c2,h1,13
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (13, 28), (13, 27), (13, 26), (13, 25), (13, 24), (12, 24), (11, 24), (11, 23), (10, 23), (10, 22), (10, 21), (10, 20), (10, 19), (9, 19), (8, 19)]",191,710,348,BFS,c3,h1,13
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (15, 27), (14, 27), (14, 26), (14, 25), (13, 25), (13, 24), (13, 23), (13, 22), (13, 21), (12, 21), (11, 21), (11, 20), (10, 20), (10, 19), (9, 19), (8, 19)]",170,735,362,BFS,c4,h1,13
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (15, 26), (14, 26), (14, 25), (14, 24), (13, 24), (12, 24), (12, 23), (12, 22), (12, 21), (12, 20), (11, 20), (11, 19), (10, 19), (9, 19), (8, 19)]",170,737,362,BFS,c1,h1,14
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (15, 26), (15, 25), (14, 25), (13, 25), (13, 24), (13, 23), (13, 22), (12, 22), (11, 22), (11, 21), (11, 20), (11, 19), (10, 19), (9, 19), (8, 19)]",210,710,348,BFS,c2,h1,14
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (16, 25), (15, 25), (15, 24), (15, 23), (14, 23), (13, 23), (13, 22), (13, 21), (12, 21), (12, 20), (11, 20), (11, 19), (10, 19), (9, 19), (8, 19)]",187,739,363,BFS,c3,h1,14
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (15, 26), (15, 25), (15, 24), (14, 24), (13, 24), (13, 23), (13, 22), (13, 21), (13, 20), (12, 20), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19)]",168,737,362,BFS,c4,h1,14
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (14, 27), (13, 27), (13, 26), (13, 25), (13, 24), (13, 23), (12, 23), (11, 23), (10, 23), (9, 23), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",170,714,351,BFS,c1,h1,15
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (15, 26), (15, 25), (15, 24), (15, 23), (14, 23), (14, 22), (14, 21), (13, 21), (12, 21), (12, 20), (11, 20), (11, 19), (10, 19), (9, 19), (8, 19)]",210,735,361,BFS,c2,h1,15
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (14, 27), (14, 26), (13, 26), (12, 26), (12, 25), (11, 25), (10, 25), (9, 25), (9, 24), (9, 23), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",192,712,350,BFS,c3,h1,15
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (14, 27), (13, 27), (13, 26), (13, 25), (13, 24), (12, 24), (12, 23), (11, 23), (11, 22), (11, 21), (10, 21), (9, 21), (8, 21), (8, 20), (8, 19)]",167,712,350,BFS,c4,h1,15
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (14, 27), (13, 27), (12, 27), (12, 26), (12, 25), (12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",170,716,352,BFS,c1,h1,16
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (15, 26), (15, 25), (15, 24), (14, 24), (13, 24), (12, 24), (12, 23), (11, 23), (11, 22), (10, 22), (10, 21), (10, 20), (9, 20), (8, 20), (8, 19)]",210,737,363,BFS,c2,h1,16
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (15, 26), (15, 25), (15, 24), (14, 24), (13, 24), (13, 23), (13, 22), (12, 22), (12, 21), (11, 21), (10, 21), (9, 21), (9, 20), (9, 19), (8, 19)]",186,735,362,BFS,c3,h1,16
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (15, 26), (15, 25), (15, 24), (14, 24), (13, 24), (13, 23), (13, 22), (12, 22), (11, 22), (10, 22), (10, 21), (9, 21), (8, 21), (8, 20), (8, 19)]",157,708,348,BFS,c4,h1,16
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (13, 28), (13, 27), (12, 27), (12, 26), (12, 25), (12, 24), (11, 24), (11, 23), (10, 23), (9, 23), (9, 22), (8, 22), (8, 21), (8, 20), (8, 19)]",170,712,350,BFS,c1,h1,17
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (15, 26), (14, 26), (13, 26), (13, 25), (13, 24), (13, 23), (12, 23), (12, 22), (12, 21), (11, 21), (11, 20), (10, 20), (9, 20), (9, 19), (8, 19)]",210,735,361,BFS,c2,h1,17
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (16, 25), (16, 24), (16, 23), (16, 22), (15, 22), (14, 22), (14, 21), (14, 20), (13, 20), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19)]",189,732,359,BFS,c3,h1,17
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (15, 26), (15, 25), (15, 24), (14, 24), (13, 24), (13, 23), (13, 22), (12, 22), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (8, 20), (8, 19)]",159,708,347,BFS,c4,h1,17
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (16, 25), (15, 25), (14, 25), (13, 25), (13, 24), (12, 24), (12, 23), (11, 23), (10, 23), (9, 23), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",170,741,364,BFS,c1,h1,18
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (16, 25), (15, 25), (15, 24), (14, 24), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (9, 23), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",210,739,363,BFS,c2,h1,18
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (15, 27), (15, 26), (15, 25), (15, 24), (14, 24), (14, 23), (13, 23), (12, 23), (12, 22), (11, 22), (10, 22), (9, 22), (8, 22), (8, 21), (8, 20), (8, 19)]",188,739,363,BFS,c3,h1,18
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (14, 27), (13, 27), (13, 26), (12, 26), (12, 25), (11, 25), (11, 24), (10, 24), (10, 23), (9, 23), (9, 22), (9, 21), (8, 21), (8, 20), (8, 19)]",164,735,361,BFS,c4,h1,18
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (15, 26), (15, 25), (15, 24), (15, 23), (15, 22), (15, 21), (15, 20), (15, 19), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19)]",170,716,351,BFS,c1,h1,19
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (15, 26), (14, 26), (13, 26), (12, 26), (11, 26), (11, 25), (10, 25), (9, 25), (8, 25), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",210,745,366,BFS,c2,h1,19
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (14, 27), (14, 26), (13, 26), (12, 26), (11, 26), (10, 26), (10, 25), (9, 25), (8, 25), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",186,718,352,BFS,c3,h1,19
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (16, 26), (15, 26), (15, 25), (15, 24), (14, 24), (14, 23), (14, 22), (14, 21), (14, 20), (14, 19), (13, 19), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19)]",168,745,367,BFS,c4,h1,19
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (15, 27), (14, 27), (14, 26), (13, 26), (13, 25), (13, 24), (12, 24), (11, 24), (11, 23), (11, 22), (11, 21), (11, 20), (11, 19), (10, 19), (9, 19), (8, 19)]",170,737,362,BFS,c1,h1,20
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (14, 28), (14, 27), (13, 27), (12, 27), (11, 27), (11, 26), (10, 26), (10, 25), (10, 24), (9, 24), (8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",210,718,353,BFS,c2,h1,20
"(16, 28)","(8, 19)","[(16, 28), (16, 27), (15, 27), (14, 27), (14, 26), (13, 26), (12, 26), (11, 26), (11, 25), (11, 24), (10, 24), (9, 24), (9, 23), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19)]",185,712,349,BFS,c3,h1,20
"(16, 28)","(8, 19)","[(16, 28), (15, 28), (15, 27), (14, 27), (14, 26), (14, 25), (14, 24), (13, 24), (13, 23), (13, 22), (12, 22), (12, 21), (11, 21), (11, 20), (11, 19), (10, 19), (9, 19), (8, 19)]",169,739,364,BFS,c4,h1,20
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",20,22,8,BFS,c1,h1,1
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",25,32,12,BFS,c2,h1,1
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",24,22,8,BFS,c3,h1,1
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,29,11,BFS,c4,h1,1
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",20,27,10,BFS,c1,h1,2
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",25,20,7,BFS,c2,h1,2
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,32,12,BFS,c3,h1,2
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,27,10,BFS,c4,h1,2
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",20,17,6,BFS,c1,h1,3
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",25,24,9,BFS,c2,h1,3
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",24,17,6,BFS,c3,h1,3
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",24,26,10,BFS,c4,h1,3
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",20,17,6,BFS,c1,h1,4
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",25,27,10,BFS,c2,h1,4
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,22,8,BFS,c3,h1,4
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,32,12,BFS,c4,h1,4
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",20,29,11,BFS,c1,h1,5
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",25,17,6,BFS,c2,h1,5
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,17,6,BFS,c3,h1,5
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,32,12,BFS,c4,h1,5
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",20,17,6,BFS,c1,h1,6
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",25,22,8,BFS,c2,h1,6
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",24,20,7,BFS,c3,h1,6
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,17,6,BFS,c4,h1,6
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",20,24,9,BFS,c1,h1,7
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",25,27,10,BFS,c2,h1,7
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,22,8,BFS,c3,h1,7
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,29,11,BFS,c4,h1,7
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",20,22,8,BFS,c1,h1,8
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",25,22,8,BFS,c2,h1,8
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,22,8,BFS,c3,h1,8
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,26,10,BFS,c4,h1,8
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",20,24,9,BFS,c1,h1,9
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",25,24,9,BFS,c2,h1,9
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",24,27,10,BFS,c3,h1,9
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",24,24,9,BFS,c4,h1,9
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",20,24,9,BFS,c1,h1,10
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",25,19,7,BFS,c2,h1,10
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,22,8,BFS,c3,h1,10
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",24,20,7,BFS,c4,h1,10
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",20,20,7,BFS,c1,h1,11
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",25,27,10,BFS,c2,h1,11
"(21, 25)","(22, 24)","[(21, 25), (22, 25), (22, 24)]",24,22,8,BFS,c3,h1,11
"(21, 25)","(22, 24)","[(21, 25), (21, 24), (22, 24)]",23,29,11,BFS,c4,h1,11
