Inital State,Search Objective,Path,Cost,Generated Nodes,Visited Nodes,Algorithm,Cost Function,HeuristicExecution Number
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (18, 12), (17, 12), (16, 12), (15, 12), (14, 12), (13, 12), (12, 12), (11, 12), (11, 13), (11, 14), (11, 15), (11, 16), (10, 16), (10, 17), (10, 18), (9, 18), (9, 19), (9, 20), (8, 20), (7, 20), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",288,1777,906,BFS,c4,h1,10
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (18, 12), (17, 12), (17, 13), (16, 13), (16, 14), (16, 15), (16, 16), (15, 16), (15, 17), (15, 18), (14, 18), (13, 18), (12, 18), (12, 19), (12, 20), (11, 20), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",290,1788,914,BFS,c1,h1,11
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (18, 12), (17, 12), (16, 12), (16, 13), (16, 14), (16, 15), (15, 15), (14, 15), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (10, 17), (10, 18), (9, 18), (9, 19), (9, 20), (8, 20), (7, 20), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",385,1781,909,BFS,c2,h1,11
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (18, 13), (18, 14), (17, 14), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (13, 16), (13, 17), (13, 18), (12, 18), (12, 19), (11, 19), (10, 19), (9, 19), (8, 19), (8, 20), (7, 20), (6, 20), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",341,1777,907,BFS,c3,h1,11
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (19, 16), (19, 17), (18, 17), (18, 18), (18, 19), (17, 19), (17, 20), (17, 21), (16, 21), (15, 21), (14, 21), (13, 21), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",286,1786,912,BFS,c4,h1,11
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (17, 11), (17, 12), (16, 12), (16, 13), (16, 14), (15, 14), (14, 14), (13, 14), (13, 15), (12, 15), (11, 15), (11, 16), (11, 17), (10, 17), (9, 17), (8, 17), (8, 18), (7, 18), (7, 19), (7, 20), (6, 20), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",290,1783,911,BFS,c1,h1,12
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (19, 14), (18, 14), (18, 15), (18, 16), (17, 16), (17, 17), (16, 17), (16, 18), (15, 18), (15, 19), (15, 20), (15, 21), (14, 21), (13, 21), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",385,1784,910,BFS,c2,h1,12
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (18, 12), (17, 12), (17, 13), (16, 13), (16, 14), (15, 14), (15, 15), (15, 16), (14, 16), (13, 16), (13, 17), (13, 18), (12, 18), (12, 19), (11, 19), (11, 20), (10, 20), (9, 20), (8, 20), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",337,1787,913,BFS,c3,h1,12
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (18, 12), (17, 12), (17, 13), (16, 13), (15, 13), (14, 13), (13, 13), (12, 13), (12, 14), (12, 15), (12, 16), (11, 16), (11, 17), (10, 17), (10, 18), (9, 18), (8, 18), (7, 18), (6, 18), (5, 18), (5, 19), (4, 19), (3, 19), (3, 20), (3, 21), (2, 21), (1, 21), (0, 21)]",293,1775,906,BFS,c4,h1,12
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (18, 13), (18, 14), (17, 14), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (15, 18), (14, 18), (13, 18), (12, 18), (12, 19), (12, 20), (11, 20), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",290,1784,910,BFS,c1,h1,13
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (18, 12), (17, 12), (16, 12), (16, 13), (16, 14), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (11, 16), (10, 16), (10, 17), (10, 18), (9, 18), (8, 18), (8, 19), (8, 20), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",385,1785,911,BFS,c2,h1,13
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (19, 14), (18, 14), (18, 15), (17, 15), (16, 15), (15, 15), (15, 16), (15, 17), (15, 18), (15, 19), (14, 19), (14, 20), (13, 20), (12, 20), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",338,1786,912,BFS,c3,h1,13
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (18, 12), (17, 12), (16, 12), (16, 13), (15, 13), (14, 13), (13, 13), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (9, 15), (9, 16), (8, 16), (8, 17), (7, 17), (6, 17), (6, 18), (6, 19), (5, 19), (4, 19), (3, 19), (3, 20), (3, 21), (2, 21), (1, 21), (0, 21)]",282,1775,906,BFS,c4,h1,13
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (18, 12), (17, 12), (17, 13), (16, 13), (15, 13), (15, 14), (14, 14), (13, 14), (13, 15), (13, 16), (13, 17), (12, 17), (11, 17), (11, 18), (10, 18), (9, 18), (9, 19), (8, 19), (8, 20), (7, 20), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",290,1785,912,BFS,c1,h1,14
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (18, 12), (18, 13), (18, 14), (18, 15), (17, 15), (17, 16), (17, 17), (17, 18), (16, 18), (15, 18), (15, 19), (15, 20), (14, 20), (13, 20), (12, 20), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",385,1784,910,BFS,c2,h1,14
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (18, 13), (17, 13), (17, 14), (16, 14), (16, 15), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (10, 16), (9, 16), (9, 17), (9, 18), (9, 19), (9, 20), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",337,1786,912,BFS,c3,h1,14
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (18, 13), (17, 13), (16, 13), (16, 14), (16, 15), (15, 15), (15, 16), (14, 16), (14, 17), (13, 17), (13, 18), (13, 19), (12, 19), (11, 19), (11, 20), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",283,1788,914,BFS,c4,h1,14
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (18, 12), (18, 13), (18, 14), (17, 14), (16, 14), (16, 15), (16, 16), (16, 17), (15, 17), (14, 17), (13, 17), (13, 18), (12, 18), (12, 19), (12, 20), (11, 20), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",290,1786,912,BFS,c1,h1,15
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (19, 16), (18, 16), (18, 17), (17, 17), (16, 17), (15, 17), (14, 17), (14, 18), (13, 18), (13, 19), (12, 19), (12, 20), (11, 20), (10, 20), (9, 20), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",385,1788,914,BFS,c2,h1,15
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (18, 12), (18, 13), (17, 13), (17, 14), (17, 15), (16, 15), (16, 16), (15, 16), (15, 17), (14, 17), (14, 18), (13, 18), (13, 19), (12, 19), (12, 20), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",336,1788,914,BFS,c3,h1,15
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (18, 12), (17, 12), (17, 13), (16, 13), (15, 13), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (11, 15), (11, 16), (10, 16), (9, 16), (8, 16), (8, 17), (8, 18), (7, 18), (7, 19), (6, 19), (6, 20), (5, 20), (4, 20), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",278,1773,904,BFS,c4,h1,15
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (18, 12), (18, 13), (17, 13), (17, 14), (17, 15), (16, 15), (15, 15), (15, 16), (14, 16), (14, 17), (13, 17), (13, 18), (12, 18), (11, 18), (10, 18), (9, 18), (8, 18), (7, 18), (7, 19), (6, 19), (5, 19), (4, 19), (3, 19), (2, 19), (2, 20), (1, 20), (1, 21), (0, 21)]",290,1767,901,BFS,c1,h1,16
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (17, 11), (16, 11), (16, 12), (16, 13), (15, 13), (14, 13), (13, 13), (13, 14), (13, 15), (13, 16), (12, 16), (11, 16), (11, 17), (11, 18), (11, 19), (11, 20), (10, 20), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",385,1786,912,BFS,c2,h1,16
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (18, 12), (17, 12), (17, 13), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (12, 15), (11, 15), (10, 15), (9, 15), (9, 16), (8, 16), (8, 17), (7, 17), (6, 17), (6, 18), (6, 19), (6, 20), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",340,1775,905,BFS,c3,h1,16
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (19, 14), (18, 14), (18, 15), (18, 16), (17, 16), (17, 17), (17, 18), (16, 18), (15, 18), (14, 18), (13, 18), (13, 19), (12, 19), (12, 20), (11, 20), (10, 20), (9, 20), (8, 20), (7, 20), (6, 20), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",283,1781,909,BFS,c4,h1,16
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (18, 12), (18, 13), (17, 13), (17, 14), (17, 15), (17, 16), (17, 17), (16, 17), (16, 18), (15, 18), (15, 19), (15, 20), (14, 20), (14, 21), (13, 21), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",290,1784,910,BFS,c1,h1,17
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (18, 13), (18, 14), (17, 14), (17, 15), (16, 15), (16, 16), (15, 16), (15, 17), (14, 17), (14, 18), (13, 18), (12, 18), (11, 18), (10, 18), (10, 19), (9, 19), (9, 20), (8, 20), (7, 20), (6, 20), (5, 20), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",385,1779,908,BFS,c2,h1,17
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (18, 12), (18, 13), (17, 13), (16, 13), (16, 14), (15, 14), (15, 15), (14, 15), (14, 16), (14, 17), (14, 18), (13, 18), (12, 18), (11, 18), (10, 18), (10, 19), (9, 19), (8, 19), (7, 19), (6, 19), (6, 20), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",339,1779,907,BFS,c3,h1,17
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (18, 15), (18, 16), (17, 16), (17, 17), (16, 17), (15, 17), (14, 17), (13, 17), (12, 17), (12, 18), (11, 18), (10, 18), (9, 18), (8, 18), (7, 18), (6, 18), (5, 18), (4, 18), (3, 18), (2, 18), (2, 19), (2, 20), (2, 21), (1, 21), (0, 21)]",276,1775,907,BFS,c4,h1,17
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (17, 11), (17, 12), (17, 13), (16, 13), (15, 13), (14, 13), (13, 13), (13, 14), (12, 14), (12, 15), (12, 16), (12, 17), (12, 18), (11, 18), (10, 18), (10, 19), (10, 20), (9, 20), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",290,1786,912,BFS,c1,h1,18
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (19, 14), (18, 14), (18, 15), (17, 15), (16, 15), (16, 16), (16, 17), (15, 17), (15, 18), (14, 18), (13, 18), (13, 19), (13, 20), (13, 21), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",385,1784,910,BFS,c2,h1,18
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (18, 15), (18, 16), (18, 17), (18, 18), (17, 18), (17, 19), (17, 20), (17, 21), (16, 21), (15, 21), (14, 21), (13, 21), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",338,1786,912,BFS,c3,h1,18
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (18, 12), (17, 12), (16, 12), (15, 12), (15, 13), (14, 13), (13, 13), (13, 14), (13, 15), (13, 16), (13, 17), (12, 17), (11, 17), (10, 17), (9, 17), (8, 17), (7, 17), (7, 18), (7, 19), (6, 19), (6, 20), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",293,1779,907,BFS,c4,h1,18
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (17, 16), (17, 17), (16, 17), (15, 17), (14, 17), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",290,1784,910,BFS,c1,h1,19
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (15, 15), (15, 16), (14, 16), (14, 17), (14, 18), (14, 19), (13, 19), (12, 19), (12, 20), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",385,1786,912,BFS,c2,h1,19
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (18, 12), (17, 12), (16, 12), (16, 13), (15, 13), (15, 14), (14, 14), (13, 14), (12, 14), (12, 15), (11, 15), (11, 16), (11, 17), (10, 17), (10, 18), (9, 18), (8, 18), (7, 18), (6, 18), (6, 19), (5, 19), (5, 20), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",340,1777,906,BFS,c3,h1,19
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (19, 13), (18, 13), (18, 14), (18, 15), (17, 15), (16, 15), (16, 16), (15, 16), (14, 16), (13, 16), (12, 16), (11, 16), (11, 17), (11, 18), (10, 18), (9, 18), (8, 18), (7, 18), (7, 19), (7, 20), (6, 20), (5, 20), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",279,1777,907,BFS,c4,h1,19
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (18, 12), (18, 13), (17, 13), (16, 13), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (12, 15), (11, 15), (11, 16), (11, 17), (10, 17), (10, 18), (9, 18), (9, 19), (8, 19), (8, 20), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",290,1783,909,BFS,c1,h1,20
"(19, 11)","(0, 21)","[(19, 11), (19, 12), (18, 12), (18, 13), (18, 14), (17, 14), (16, 14), (16, 15), (15, 15), (14, 15), (14, 16), (13, 16), (13, 17), (13, 18), (13, 19), (13, 20), (13, 21), (12, 21), (11, 21), (10, 21), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",385,1781,908,BFS,c2,h1,20
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (17, 11), (17, 12), (16, 12), (16, 13), (15, 13), (15, 14), (14, 14), (13, 14), (13, 15), (12, 15), (11, 15), (10, 15), (9, 15), (9, 16), (9, 17), (9, 18), (9, 19), (9, 20), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",336,1786,912,BFS,c3,h1,20
"(19, 11)","(0, 21)","[(19, 11), (18, 11), (17, 11), (17, 12), (16, 12), (15, 12), (14, 12), (14, 13), (14, 14), (13, 14), (13, 15), (13, 16), (12, 16), (12, 17), (12, 18), (11, 18), (11, 19), (10, 19), (10, 20), (9, 20), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]",287,1785,911,BFS,c4,h1,20
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c1,h1,1
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c2,h1,1
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c3,h1,1
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c4,h1,1
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c1,h1,2
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c2,h1,2
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c3,h1,2
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c4,h1,2
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c1,h1,3
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c2,h1,3
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c3,h1,3
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c4,h1,3
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c1,h1,4
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c2,h1,4
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c3,h1,4
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c4,h1,4
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c1,h1,5
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c2,h1,5
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c3,h1,5
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c4,h1,5
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c1,h1,6
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c2,h1,6
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c3,h1,6
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c4,h1,6
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c1,h1,7
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c2,h1,7
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c3,h1,7
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c4,h1,7
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c1,h1,8
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c2,h1,8
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c3,h1,8
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c4,h1,8
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c1,h1,9
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c2,h1,9
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c3,h1,9
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c4,h1,9
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c1,h1,10
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c2,h1,10
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c3,h1,10
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c4,h1,10
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c1,h1,11
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c2,h1,11
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c3,h1,11
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c4,h1,11
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c1,h1,12
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c2,h1,12
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c3,h1,12
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c4,h1,12
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c1,h1,13
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c2,h1,13
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c3,h1,13
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c4,h1,13
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c1,h1,14
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c2,h1,14
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c3,h1,14
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c4,h1,14
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c1,h1,15
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c2,h1,15
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c3,h1,15
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c4,h1,15
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c1,h1,16
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c2,h1,16
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c3,h1,16
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c4,h1,16
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c1,h1,17
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c2,h1,17
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c3,h1,17
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c4,h1,17
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c1,h1,18
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c2,h1,18
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c3,h1,18
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c4,h1,18
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c1,h1,19
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c2,h1,19
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,7,3,BFS,c3,h1,19
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,4,2,BFS,c4,h1,19
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c1,h1,20
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c2,h1,20
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,6,3,BFS,c3,h1,20
"(30, 22)","(30, 23)","[(30, 22), (30, 23)]",10,9,4,BFS,c4,h1,20
"(27, 20)","(3, 14)","[(27, 20), (26, 20), (25, 20), (25, 19), (24, 19), (24, 18), (24, 17), (24, 16), (23, 16), (22, 16), (22, 15), (22, 14), (21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14), (5, 14), (4, 14), (3, 14)]",300,1540,777,BFS,c1,h1,1
"(27, 20)","(3, 14)","[(27, 20), (26, 20), (26, 19), (26, 18), (26, 17), (26, 16), (25, 16), (24, 16), (24, 15), (24, 14), (23, 14), (22, 14), (21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14), (5, 14), (4, 14), (3, 14)]",420,1540,777,BFS,c2,h1,1
"(27, 20)","(3, 14)","[(27, 20), (26, 20), (25, 20), (25, 19), (24, 19), (24, 18), (24, 17), (23, 17), (23, 16), (23, 15), (22, 15), (22, 14), (21, 14), (20, 14), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14), (5, 14), (4, 14), (3, 14)]",361,1540,777,BFS,c3,h1,1
"(27, 20)","(3, 14)","[(27, 20), (26, 20), (25, 20), (24, 20), (24, 19), (23, 19), (22, 19), (21, 19), (20, 19), (19, 19), (18, 19), (17, 19), (16, 19), (15, 19), (14, 19), (13, 19), (13, 18), (13, 17), (13, 16), (13, 15), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14), (5, 14), (4, 14), (3, 14)]",279,1519,765,BFS,c4,h1,1
"(27, 20)","(3, 14)","[(27, 20), (27, 19), (27, 18), (27, 17), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (22, 16), (21, 16), (21, 15), (20, 15), (19, 15), (19, 14), (18, 14), (17, 14), (16, 14), (15, 14), (14, 14), (13, 14), (12, 14), (11, 14), (10, 14), (9, 14), (8, 14), (7, 14), (6, 14), (5, 14), (4, 14), (3, 14)]",300,1525,768,BFS,c1,h1,2
