Inital State,Search Objective,Path,Cost,Generated Nodes,Visited Nodes,Algorithm,Cost Function,Heuristic
"(30, 1)","(18, 3)","[(30, 1), (29, 1), (28, 1), (27, 1), (27, 2), (26, 2), (25, 2), (25, 3), (24, 3), (23, 3), (22, 3), (21, 3), (20, 3), (19, 3), (18, 3)]",140,126,33,A_Star,c1,h2
"(30, 1)","(18, 3)","[(30, 1), (29, 1), (28, 1), (27, 1), (26, 1), (25, 1), (24, 1), (23, 1), (22, 1), (21, 1), (20, 1), (19, 1), (19, 2), (19, 3), (18, 3)]",200,219,59,A_Star,c2,h2
"(30, 1)","(18, 3)","[(30, 1), (30, 2), (29, 2), (28, 2), (27, 2), (26, 2), (25, 2), (24, 2), (23, 2), (22, 2), (22, 3), (21, 3), (20, 3), (19, 3), (18, 3)]",162,151,40,A_Star,c3,h2
"(30, 1)","(18, 3)","[(30, 1), (30, 2), (30, 3), (29, 3), (28, 3), (27, 3), (26, 3), (25, 3), (24, 3), (23, 3), (22, 3), (21, 3), (20, 3), (19, 3), (18, 3)]",118,58,16,A_Star,c4,h2
"(14, 19)","(27, 30)","[(14, 19), (15, 19), (15, 20), (15, 21), (15, 22), (15, 23), (16, 23), (17, 23), (18, 23), (18, 24), (18, 25), (19, 25), (19, 26), (20, 26), (21, 26), (21, 27), (21, 28), (22, 28), (23, 28), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (27, 30)]",240,794,200,A_Star,c1,h1
"(14, 19)","(27, 30)","[(14, 19), (15, 19), (16, 19), (17, 19), (18, 19), (19, 19), (20, 19), (21, 19), (22, 19), (23, 19), (23, 20), (24, 20), (24, 21), (24, 22), (24, 23), (24, 24), (24, 25), (25, 25), (25, 26), (25, 27), (25, 28), (26, 28), (26, 29), (26, 30), (27, 30)]",305,1074,273,A_Star,c2,h1
"(14, 19)","(27, 30)","[(14, 19), (14, 20), (14, 21), (15, 21), (16, 21), (17, 21), (18, 21), (19, 21), (19, 22), (19, 23), (19, 24), (20, 24), (21, 24), (22, 24), (22, 25), (22, 26), (22, 27), (23, 27), (24, 27), (25, 27), (25, 28), (25, 29), (25, 30), (26, 30), (27, 30)]",253,844,215,A_Star,c3,h1
"(14, 19)","(27, 30)","[(14, 19), (14, 20), (14, 21), (14, 22), (15, 22), (16, 22), (17, 22), (18, 22), (19, 22), (20, 22), (21, 22), (22, 22), (23, 22), (24, 22), (25, 22), (25, 23), (25, 24), (25, 25), (25, 26), (25, 27), (25, 28), (26, 28), (27, 28), (27, 29), (27, 30)]",207,501,126,A_Star,c4,h1
"(14, 19)","(27, 30)","[(14, 19), (15, 19), (15, 20), (16, 20), (17, 20), (18, 20), (18, 21), (18, 22), (19, 22), (20, 22), (20, 23), (21, 23), (21, 24), (22, 24), (22, 25), (23, 25), (23, 26), (23, 27), (24, 27), (25, 27), (25, 28), (26, 28), (26, 29), (26, 30), (27, 30)]",240,543,139,A_Star,c1,h2
"(14, 19)","(27, 30)","[(14, 19), (15, 19), (16, 19), (17, 19), (18, 19), (19, 19), (19, 20), (19, 21), (19, 22), (19, 23), (20, 23), (20, 24), (20, 25), (21, 25), (21, 26), (21, 27), (22, 27), (22, 28), (23, 28), (23, 29), (24, 29), (25, 29), (26, 29), (27, 29), (27, 30)]",305,822,210,A_Star,c2,h2
