Inital State,Search Objective,Path,Cost,Generated Nodes,Visited Nodes,Algorithm,Cost Function,Heuristic
"(26, 17)","(21, 22)","[(26, 17), (26, 18), (26, 19), (26, 20), (26, 21), (26, 22), (25, 22), (24, 22), (23, 22), (22, 22), (21, 22)]",85,316,149,UCS,c4,h1
"(12, 24)","(1, 25)","[(12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (7, 24), (6, 24), (5, 24), (4, 24), (3, 24), (2, 24), (1, 24), (1, 25)]",120,514,243,UCS,c1,h1
"(12, 24)","(1, 25)","[(12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (7, 24), (6, 24), (5, 24), (4, 24), (3, 24), (2, 24), (1, 24), (1, 25)]",175,697,333,UCS,c2,h1
"(12, 24)","(1, 25)","[(12, 24), (11, 24), (10, 24), (9, 24), (8, 24), (7, 24), (6, 24), (5, 24), (4, 24), (3, 24), (3, 25), (2, 25), (1, 25)]",141,634,303,UCS,c3,h1
"(12, 24)","(1, 25)","[(12, 24), (12, 25), (11, 25), (10, 25), (9, 25), (8, 25), (7, 25), (6, 25), (5, 25), (4, 25), (3, 25), (2, 25), (1, 25)]",104,552,263,UCS,c4,h1
"(1, 13)","(8, 28)","[(1, 13), (2, 13), (2, 14), (2, 15), (3, 15), (3, 16), (3, 17), (3, 18), (4, 18), (4, 19), (4, 20), (4, 21), (4, 22), (4, 23), (4, 24), (5, 24), (6, 24), (7, 24), (7, 25), (7, 26), (7, 27), (7, 28), (8, 28)]",220,947,471,UCS,c1,h1
"(1, 13)","(8, 28)","[(1, 13), (1, 14), (1, 15), (1, 16), (1, 17), (1, 18), (1, 19), (1, 20), (2, 20), (3, 20), (4, 20), (4, 21), (4, 22), (4, 23), (5, 23), (5, 24), (6, 24), (6, 25), (6, 26), (7, 26), (7, 27), (8, 27), (8, 28)]",255,814,407,UCS,c2,h1
"(1, 13)","(8, 28)","[(1, 13), (1, 14), (1, 15), (1, 16), (2, 16), (3, 16), (4, 16), (4, 17), (4, 18), (4, 19), (4, 20), (5, 20), (6, 20), (6, 21), (6, 22), (6, 23), (6, 24), (7, 24), (8, 24), (8, 25), (8, 26), (8, 27), (8, 28)]",224,880,439,UCS,c3,h1
"(1, 13)","(8, 28)","[(1, 13), (1, 14), (1, 15), (1, 16), (1, 17), (1, 18), (1, 19), (1, 20), (2, 20), (3, 20), (4, 20), (5, 20), (6, 20), (6, 21), (6, 22), (6, 23), (6, 24), (6, 25), (6, 26), (6, 27), (6, 28), (7, 28), (8, 28)]",192,961,479,UCS,c4,h1
"(26, 25)","(21, 16)","[(26, 25), (25, 25), (24, 25), (24, 24), (24, 23), (23, 23), (23, 22), (22, 22), (21, 22), (21, 21), (21, 20), (21, 19), (21, 18), (21, 17), (21, 16)]",140,476,235,UCS,c1,h1
"(26, 25)","(21, 16)","[(26, 25), (26, 24), (26, 23), (26, 22), (26, 21), (26, 20), (26, 19), (25, 19), (25, 18), (24, 18), (24, 17), (23, 17), (22, 17), (21, 17), (21, 16)]",165,458,225,UCS,c2,h1
"(26, 25)","(21, 16)","[(26, 25), (26, 24), (26, 23), (26, 22), (25, 22), (24, 22), (23, 22), (23, 21), (23, 20), (23, 19), (23, 18), (22, 18), (21, 18), (21, 17), (21, 16)]",143,462,228,UCS,c3,h1
"(26, 25)","(21, 16)","[(26, 25), (26, 24), (26, 23), (26, 22), (26, 21), (26, 20), (26, 19), (26, 18), (25, 18), (24, 18), (23, 18), (22, 18), (21, 18), (21, 17), (21, 16)]",121,476,235,UCS,c4,h1
"(16, 13)","(20, 29)","[(16, 13), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (16, 19), (16, 20), (16, 21), (16, 22), (16, 23), (16, 24), (16, 25), (17, 25), (17, 26), (17, 27), (18, 27), (18, 28), (18, 29), (19, 29), (20, 29)]",200,1443,712,UCS,c1,h1
"(16, 13)","(20, 29)","[(16, 13), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (16, 19), (16, 20), (16, 21), (16, 22), (16, 23), (16, 24), (17, 24), (18, 24), (19, 24), (20, 24), (20, 25), (20, 26), (20, 27), (20, 28), (20, 29)]",220,1190,575,UCS,c2,h1
"(16, 13)","(20, 29)","[(16, 13), (16, 14), (16, 15), (16, 16), (17, 16), (18, 16), (18, 17), (18, 18), (18, 19), (18, 20), (18, 21), (19, 21), (19, 22), (19, 23), (19, 24), (19, 25), (19, 26), (20, 26), (20, 27), (20, 28), (20, 29)]",201,1355,661,UCS,c3,h1
"(16, 13)","(20, 29)","[(16, 13), (16, 14), (16, 15), (16, 16), (16, 17), (16, 18), (16, 19), (16, 20), (16, 21), (17, 21), (18, 21), (19, 21), (20, 21), (20, 22), (20, 23), (20, 24), (20, 25), (20, 26), (20, 27), (20, 28), (20, 29)]",184,1533,758,UCS,c4,h1
"(8, 24)","(28, 7)","[(8, 24), (9, 24), (10, 24), (11, 24), (12, 24), (13, 24), (14, 24), (14, 23), (14, 22), (14, 21), (15, 21), (16, 21), (17, 21), (17, 20), (17, 19), (18, 19), (18, 18), (19, 18), (20, 18), (20, 17), (20, 16), (20, 15), (20, 14), (20, 13), (20, 12), (20, 11), (20, 10), (21, 10), (22, 10), (23, 10), (23, 9), (24, 9), (24, 8), (25, 8), (25, 7), (26, 7), (27, 7), (28, 7)]",370,1782,913,UCS,c1,h1
"(8, 24)","(28, 7)","[(8, 24), (9, 24), (10, 24), (11, 24), (12, 24), (13, 24), (14, 24), (15, 24), (16, 24), (17, 24), (18, 24), (19, 24), (20, 24), (21, 24), (22, 24), (23, 24), (23, 23), (23, 22), (23, 21), (23, 20), (23, 19), (23, 18), (23, 17), (23, 16), (23, 15), (23, 14), (23, 13), (23, 12), (23, 11), (24, 11), (24, 10), (25, 10), (25, 9), (26, 9), (26, 8), (27, 8), (28, 8), (28, 7)]",470,1793,919,UCS,c2,h1
"(8, 24)","(28, 7)","[(8, 24), (8, 23), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (13, 21), (13, 20), (13, 19), (14, 19), (15, 19), (16, 19), (16, 18), (16, 17), (16, 16), (17, 16), (18, 16), (19, 16), (19, 15), (19, 14), (19, 13), (20, 13), (21, 13), (22, 13), (22, 12), (22, 11), (22, 10), (23, 10), (24, 10), (25, 10), (25, 9), (25, 8), (25, 7), (26, 7), (27, 7), (28, 7)]",391,1785,915,UCS,c3,h1
"(8, 24)","(28, 7)","[(8, 24), (8, 23), (8, 22), (8, 21), (8, 20), (8, 19), (9, 19), (10, 19), (11, 19), (12, 19), (13, 19), (14, 19), (15, 19), (16, 19), (17, 19), (17, 18), (17, 17), (17, 16), (17, 15), (17, 14), (17, 13), (18, 13), (19, 13), (20, 13), (21, 13), (22, 13), (23, 13), (23, 12), (23, 11), (23, 10), (23, 9), (23, 8), (24, 8), (25, 8), (26, 8), (27, 8), (28, 8), (28, 7)]",315,1770,906,UCS,c4,h1
"(19, 1)","(17, 21)","[(19, 1), (19, 2), (19, 3), (19, 4), (19, 5), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (19, 11), (19, 12), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21)]",220,968,482,UCS,c1,h1
"(19, 1)","(17, 21)","[(19, 1), (19, 2), (19, 3), (19, 4), (19, 5), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (19, 11), (19, 12), (19, 13), (19, 14), (19, 15), (19, 16), (19, 17), (19, 18), (19, 19), (18, 19), (17, 19), (17, 20), (17, 21)]",230,786,385,UCS,c2,h1
"(19, 1)","(17, 21)","[(19, 1), (19, 2), (19, 3), (19, 4), (19, 5), (18, 5), (18, 6), (18, 7), (18, 8), (18, 9), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21)]",220,883,436,UCS,c3,h1
"(19, 1)","(17, 21)","[(19, 1), (19, 2), (19, 3), (19, 4), (19, 5), (19, 6), (19, 7), (19, 8), (19, 9), (19, 10), (18, 10), (18, 11), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (18, 20), (17, 20), (17, 21)]",210,1044,522,UCS,c4,h1
"(13, 18)","(15, 24)","[(13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (14, 22), (14, 23), (14, 24), (15, 24)]",80,286,128,UCS,c1,h1
"(13, 18)","(15, 24)","[(13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (13, 23), (14, 23), (15, 23), (15, 24)]",90,244,108,UCS,c2,h1
"(13, 18)","(15, 24)","[(13, 18), (13, 19), (13, 20), (13, 21), (14, 21), (15, 21), (15, 22), (15, 23), (15, 24)]",81,269,120,UCS,c3,h1
"(13, 18)","(15, 24)","[(13, 18), (13, 19), (13, 20), (13, 21), (13, 22), (13, 23), (13, 24), (14, 24), (15, 24)]",75,279,126,UCS,c4,h1
"(26, 23)","(12, 2)","[(26, 23), (25, 23), (24, 23), (23, 23), (22, 23), (21, 23), (20, 23), (19, 23), (18, 23), (17, 23), (16, 23), (15, 23), (15, 22), (15, 21), (14, 21), (14, 20), (14, 19), (14, 18), (14, 17), (14, 16), (14, 15), (13, 15), (13, 14), (13, 13), (13, 12), (13, 11), (13, 10), (13, 9), (13, 8), (13, 7), (13, 6), (12, 6), (12, 5), (12, 4), (12, 3), (12, 2)]",350,1669,852,UCS,c1,h1
"(26, 23)","(12, 2)","[(26, 23), (25, 23), (24, 23), (23, 23), (22, 23), (21, 23), (21, 22), (21, 21), (20, 21), (19, 21), (18, 21), (17, 21), (17, 20), (16, 20), (16, 19), (16, 18), (16, 17), (15, 17), (15, 16), (15, 15), (14, 15), (14, 14), (14, 13), (14, 12), (14, 11), (13, 11), (13, 10), (13, 9), (13, 8), (13, 7), (13, 6), (13, 5), (13, 4), (13, 3), (13, 2), (12, 2)]",420,1588,805,UCS,c2,h1
"(26, 23)","(12, 2)","[(26, 23), (26, 22), (26, 21), (26, 20), (25, 20), (24, 20), (23, 20), (23, 19), (23, 18), (23, 17), (23, 16), (22, 16), (21, 16), (21, 15), (21, 14), (21, 13), (21, 12), (20, 12), (19, 12), (19, 11), (19, 10), (19, 9), (19, 8), (18, 8), (17, 8), (16, 8), (16, 7), (16, 6), (16, 5), (15, 5), (14, 5), (13, 5), (13, 4), (13, 3), (13, 2), (12, 2)]",360,1623,825,UCS,c3,h1
"(26, 23)","(12, 2)","[(26, 23), (26, 22), (26, 21), (26, 20), (26, 19), (26, 18), (26, 17), (25, 17), (24, 17), (23, 17), (22, 17), (21, 17), (20, 17), (19, 17), (19, 16), (19, 15), (19, 14), (19, 13), (19, 12), (19, 11), (19, 10), (18, 10), (17, 10), (16, 10), (16, 9), (16, 8), (16, 7), (16, 6), (16, 5), (16, 4), (16, 3), (16, 2), (15, 2), (14, 2), (13, 2), (12, 2)]",301,1671,852,UCS,c4,h1
"(6, 14)","(28, 9)","[(6, 14), (7, 14), (8, 14), (9, 14), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 14), (16, 14), (17, 14), (18, 14), (19, 14), (20, 14), (21, 14), (22, 14), (23, 14), (23, 13), (24, 13), (24, 12), (25, 12), (25, 11), (25, 10), (26, 10), (26, 9), (27, 9), (28, 9)]",270,1558,786,UCS,c1,h1
"(6, 14)","(28, 9)","[(6, 14), (7, 14), (8, 14), (9, 14), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 14), (16, 14), (17, 14), (18, 14), (19, 14), (20, 14), (21, 14), (22, 14), (22, 13), (22, 12), (23, 12), (23, 11), (24, 11), (25, 11), (26, 11), (27, 11), (28, 11), (28, 10), (28, 9)]",380,1628,822,UCS,c2,h1
"(6, 14)","(28, 9)","[(6, 14), (7, 14), (8, 14), (9, 14), (10, 14), (11, 14), (12, 14), (13, 14), (14, 14), (15, 14), (15, 13), (16, 13), (17, 13), (18, 13), (19, 13), (20, 13), (20, 12), (21, 12), (22, 12), (23, 12), (24, 12), (24, 11), (24, 10), (25, 10), (26, 10), (27, 10), (28, 10), (28, 9)]",312,1625,821,UCS,c3,h1
"(6, 14)","(28, 9)","[(6, 14), (6, 13), (6, 12), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12), (13, 12), (14, 12), (15, 12), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (21, 11), (21, 10), (21, 9), (22, 9), (23, 9), (24, 9), (25, 9), (26, 9), (27, 9), (28, 9)]",237,1585,799,UCS,c4,h1
"(21, 15)","(7, 5)","[(21, 15), (20, 15), (19, 15), (18, 15), (17, 15), (17, 14), (17, 13), (16, 13), (15, 13), (15, 12), (15, 11), (15, 10), (15, 9), (14, 9), (13, 9), (12, 9), (11, 9), (10, 9), (9, 9), (9, 8), (9, 7), (8, 7), (7, 7), (7, 6), (7, 5)]",240,1552,780,UCS,c1,h1
"(21, 15)","(7, 5)","[(21, 15), (20, 15), (19, 15), (18, 15), (17, 15), (16, 15), (15, 15), (14, 15), (13, 15), (12, 15), (11, 15), (10, 15), (10, 14), (10, 13), (10, 12), (9, 12), (9, 11), (9, 10), (8, 10), (8, 9), (8, 8), (8, 7), (8, 6), (7, 6), (7, 5)]",310,1549,780,UCS,c2,h1
"(21, 15)","(7, 5)","[(21, 15), (21, 14), (21, 13), (20, 13), (19, 13), (18, 13), (17, 13), (16, 13), (16, 12), (16, 11), (16, 10), (15, 10), (14, 10), (13, 10), (12, 10), (12, 9), (12, 8), (11, 8), (10, 8), (9, 8), (9, 7), (9, 6), (9, 5), (8, 5), (7, 5)]",256,1537,773,UCS,c3,h1
"(21, 15)","(7, 5)","[(21, 15), (21, 14), (21, 13), (21, 12), (21, 11), (20, 11), (19, 11), (18, 11), (17, 11), (16, 11), (15, 11), (14, 11), (13, 11), (12, 11), (11, 11), (11, 10), (11, 9), (11, 8), (11, 7), (11, 6), (11, 5), (10, 5), (9, 5), (8, 5), (7, 5)]",201,1539,771,UCS,c4,h1
"(6, 13)","(2, 8)","[(6, 13), (5, 13), (4, 13), (4, 12), (4, 11), (3, 11), (3, 10), (2, 10), (2, 9), (2, 8)]",90,356,165,UCS,c1,h1
"(6, 13)","(2, 8)","[(6, 13), (6, 12), (5, 12), (4, 12), (4, 11), (4, 10), (3, 10), (2, 10), (2, 9), (2, 8)]",110,353,162,UCS,c2,h1
"(6, 13)","(2, 8)","[(6, 13), (6, 12), (6, 11), (5, 11), (4, 11), (3, 11), (2, 11), (2, 10), (2, 9), (2, 8)]",94,343,158,UCS,c3,h1
"(6, 13)","(2, 8)","[(6, 13), (6, 12), (6, 11), (6, 10), (6, 9), (6, 8), (5, 8), (4, 8), (3, 8), (2, 8)]",80,319,147,UCS,c4,h1
"(0, 30)","(26, 14)","[(0, 30), (1, 30), (2, 30), (3, 30), (4, 30), (5, 30), (6, 30), (7, 30), (8, 30), (9, 30), (10, 30), (11, 30), (12, 30), (13, 30), (14, 30), (15, 30), (16, 30), (17, 30), (18, 30), (19, 30), (19, 29), (19, 28), (19, 27), (20, 27), (20, 26), (21, 26), (22, 26), (22, 25), (22, 24), (23, 24), (24, 24), (24, 23), (24, 22), (24, 21), (25, 21), (25, 20), (25, 19), (25, 18), (25, 17), (25, 16), (25, 15), (26, 15), (26, 14)]",420,1530,778,UCS,c1,h1
"(0, 30)","(26, 14)","[(0, 30), (1, 30), (2, 30), (3, 30), (4, 30), (5, 30), (6, 30), (7, 30), (8, 30), (9, 30), (10, 30), (11, 30), (11, 29), (12, 29), (13, 29), (14, 29), (15, 29), (15, 28), (16, 28), (16, 27), (17, 27), (17, 26), (17, 25), (18, 25), (19, 25), (19, 24), (19, 23), (19, 22), (19, 21), (19, 20), (19, 19), (19, 18), (20, 18), (20, 17), (21, 17), (22, 17), (23, 17), (24, 17), (25, 17), (26, 17), (26, 16), (26, 15), (26, 14)]",550,1597,813,UCS,c2,h1
"(0, 30)","(26, 14)","[(0, 30), (0, 29), (1, 29), (2, 29), (3, 29), (4, 29), (5, 29), (6, 29), (7, 29), (7, 28), (7, 27), (8, 27), (9, 27), (10, 27), (10, 26), (10, 25), (10, 24), (11, 24), (12, 24), (13, 24), (14, 24), (14, 23), (14, 22), (15, 22), (16, 22), (17, 22), (17, 21), (17, 20), (17, 19), (18, 19), (19, 19), (20, 19), (20, 18), (20, 17), (20, 16), (21, 16), (22, 16), (23, 16), (24, 16), (24, 15), (24, 14), (25, 14), (26, 14)]",454,1573,800,UCS,c3,h1
"(0, 30)","(26, 14)","[(0, 30), (0, 29), (0, 28), (0, 27), (1, 27), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (7, 27), (8, 27), (9, 27), (10, 27), (11, 27), (12, 27), (13, 27), (13, 26), (13, 25), (13, 24), (13, 23), (14, 23), (15, 23), (16, 23), (17, 23), (18, 23), (19, 23), (20, 23), (20, 22), (20, 21), (20, 20), (20, 19), (21, 19), (22, 19), (23, 19), (24, 19), (25, 19), (26, 19), (26, 18), (26, 17), (26, 16), (26, 15), (26, 14)]",368,1539,782,UCS,c4,h1
"(16, 11)","(5, 5)","[(16, 11), (15, 11), (14, 11), (13, 11), (12, 11), (11, 11), (10, 11), (9, 11), (9, 10), (8, 10), (8, 9), (8, 8), (8, 7), (7, 7), (6, 7), (6, 6), (5, 6), (5, 5)]",170,1156,560,UCS,c1,h1
"(16, 11)","(5, 5)","[(16, 11), (15, 11), (14, 11), (13, 11), (12, 11), (11, 11), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (6, 10), (6, 9), (6, 8), (5, 8), (5, 7), (5, 6), (5, 5)]",225,1214,589,UCS,c2,h1
"(16, 11)","(5, 5)","[(16, 11), (16, 10), (15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (10, 10), (9, 10), (9, 9), (9, 8), (8, 8), (7, 8), (6, 8), (6, 7), (6, 6), (6, 5), (5, 5)]",185,1155,557,UCS,c3,h1
"(16, 11)","(5, 5)","[(16, 11), (16, 10), (16, 9), (16, 8), (16, 7), (15, 7), (14, 7), (13, 7), (12, 7), (11, 7), (10, 7), (9, 7), (8, 7), (7, 7), (6, 7), (5, 7), (5, 6), (5, 5)]",145,1057,509,UCS,c4,h1
"(4, 0)","(7, 15)","[(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (6, 9), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (7, 14), (7, 15)]",180,487,242,UCS,c1,h1
"(4, 0)","(7, 15)","[(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (5, 10), (5, 11), (5, 12), (6, 12), (6, 13), (6, 14), (6, 15), (7, 15)]",195,427,211,UCS,c2,h1
"(4, 0)","(7, 15)","[(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9), (6, 9), (6, 10), (6, 11), (6, 12), (6, 13), (6, 14), (7, 14), (7, 15)]",180,454,225,UCS,c3,h1
"(4, 0)","(7, 15)","[(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (5, 8), (6, 8), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (7, 15)]",167,513,256,UCS,c4,h1
"(11, 1)","(15, 14)","[(11, 1), (12, 1), (13, 1), (13, 2), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10), (14, 11), (14, 12), (14, 13), (14, 14), (15, 14)]",170,627,308,UCS,c1,h1
"(11, 1)","(15, 14)","[(11, 1), (11, 2), (11, 3), (11, 4), (12, 4), (12, 5), (12, 6), (12, 7), (12, 8), (12, 9), (12, 10), (12, 11), (12, 12), (12, 13), (12, 14), (13, 14), (14, 14), (15, 14)]",190,565,274,UCS,c2,h1
"(11, 1)","(15, 14)","[(11, 1), (11, 2), (11, 3), (11, 4), (11, 5), (12, 5), (12, 6), (12, 7), (12, 8), (12, 9), (12, 10), (13, 10), (14, 10), (14, 11), (14, 12), (14, 13), (14, 14), (15, 14)]",171,596,292,UCS,c3,h1
"(11, 1)","(15, 14)","[(11, 1), (11, 2), (11, 3), (11, 4), (11, 5), (11, 6), (11, 7), (11, 8), (11, 9), (12, 9), (13, 9), (14, 9), (15, 9), (15, 10), (15, 11), (15, 12), (15, 13), (15, 14)]",154,643,317,UCS,c4,h1
"(7, 13)","(20, 9)","[(7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13), (13, 13), (14, 13), (15, 13), (16, 13), (16, 12), (17, 12), (18, 12), (18, 11), (19, 11), (19, 10), (19, 9), (20, 9)]",170,1000,488,UCS,c1,h1
"(7, 13)","(20, 9)","[(7, 13), (8, 13), (9, 13), (10, 13), (11, 13), (12, 13), (13, 13), (14, 13), (15, 13), (16, 13), (17, 13), (17, 12), (18, 12), (18, 11), (19, 11), (20, 11), (20, 10), (20, 9)]",235,1104,551,UCS,c2,h1
"(7, 13)","(20, 9)","[(7, 13), (7, 12), (8, 12), (9, 12), (10, 12), (11, 12), (12, 12), (13, 12), (14, 12), (14, 11), (14, 10), (15, 10), (16, 10), (17, 10), (18, 10), (19, 10), (19, 9), (20, 9)]",192,1050,518,UCS,c3,h1
"(7, 13)","(20, 9)","[(7, 13), (7, 12), (7, 11), (7, 10), (8, 10), (9, 10), (10, 10), (11, 10), (12, 10), (13, 10), (14, 10), (15, 10), (16, 10), (17, 10), (18, 10), (19, 10), (20, 10), (20, 9)]",147,953,465,UCS,c4,h1
"(20, 25)","(23, 11)","[(20, 25), (20, 24), (21, 24), (22, 24), (22, 23), (22, 22), (22, 21), (22, 20), (22, 19), (22, 18), (22, 17), (22, 16), (22, 15), (22, 14), (22, 13), (22, 12), (22, 11), (23, 11)]",170,801,394,UCS,c1,h1
"(20, 25)","(23, 11)","[(20, 25), (20, 24), (20, 23), (20, 22), (20, 21), (20, 20), (20, 19), (20, 18), (20, 17), (20, 16), (21, 16), (22, 16), (22, 15), (23, 15), (23, 14), (23, 13), (23, 12), (23, 11)]",185,696,338,UCS,c2,h1
"(20, 25)","(23, 11)","[(20, 25), (20, 24), (20, 23), (20, 22), (20, 21), (21, 21), (21, 20), (21, 19), (21, 18), (21, 17), (21, 16), (22, 16), (22, 15), (22, 14), (22, 13), (22, 12), (22, 11), (23, 11)]",170,758,372,UCS,c3,h1
"(20, 25)","(23, 11)","[(20, 25), (20, 24), (20, 23), (20, 22), (20, 21), (20, 20), (20, 19), (20, 18), (20, 17), (21, 17), (22, 17), (23, 17), (23, 16), (23, 15), (23, 14), (23, 13), (23, 12), (23, 11)]",157,852,421,UCS,c4,h1
"(0, 27)","(6, 1)","[(0, 27), (0, 26), (0, 25), (0, 24), (0, 23), (0, 22), (0, 21), (0, 20), (0, 19), (0, 18), (1, 18), (1, 17), (1, 16), (1, 15), (1, 14), (1, 13), (2, 13), (3, 13), (4, 13), (4, 12), (4, 11), (4, 10), (4, 9), (4, 8), (4, 7), (4, 6), (4, 5), (5, 5), (5, 4), (6, 4), (6, 3), (6, 2), (6, 1)]",320,1233,621,UCS,c1,h1
"(0, 27)","(6, 1)","[(0, 27), (0, 26), (0, 25), (0, 24), (0, 23), (0, 22), (0, 21), (0, 20), (0, 19), (0, 18), (0, 17), (0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (1, 12), (1, 11), (2, 11), (2, 10), (2, 9), (3, 9), (3, 8), (4, 8), (4, 7), (4, 6), (4, 5), (5, 5), (6, 5), (6, 4), (6, 3), (6, 2), (6, 1)]",350,965,485,UCS,c2,h1
"(0, 27)","(6, 1)","[(0, 27), (0, 26), (0, 25), (0, 24), (0, 23), (1, 23), (1, 22), (1, 21), (1, 20), (1, 19), (1, 18), (2, 18), (3, 18), (3, 17), (3, 16), (3, 15), (3, 14), (4, 14), (4, 13), (4, 12), (4, 11), (4, 10), (4, 9), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (5, 4), (6, 4), (6, 3), (6, 2), (6, 1)]",321,1087,546,UCS,c3,h1
"(0, 27)","(6, 1)","[(0, 27), (0, 26), (0, 25), (0, 24), (0, 23), (0, 22), (0, 21), (0, 20), (0, 19), (1, 19), (2, 19), (3, 19), (3, 18), (3, 17), (3, 16), (3, 15), (3, 14), (3, 13), (3, 12), (3, 11), (3, 10), (4, 10), (5, 10), (5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (5, 4), (5, 3), (5, 2), (5, 1), (6, 1)]",293,1300,652,UCS,c4,h1
"(20, 27)","(2, 24)","[(20, 27), (19, 27), (18, 27), (17, 27), (16, 27), (15, 27), (14, 27), (13, 27), (12, 27), (11, 27), (10, 27), (9, 27), (8, 27), (7, 27), (6, 27), (5, 27), (4, 27), (3, 27), (3, 26), (3, 25), (2, 25), (2, 24)]",210,963,476,UCS,c1,h1
"(20, 27)","(2, 24)","[(20, 27), (19, 27), (18, 27), (17, 27), (16, 27), (15, 27), (14, 27), (13, 27), (12, 27), (11, 27), (10, 27), (9, 27), (8, 27), (7, 27), (6, 27), (6, 26), (6, 25), (5, 25), (5, 24), (4, 24), (3, 24), (2, 24)]",300,1262,626,UCS,c2,h1
"(20, 27)","(2, 24)","[(20, 27), (19, 27), (18, 27), (17, 27), (16, 27), (15, 27), (14, 27), (13, 27), (12, 27), (12, 26), (12, 25), (11, 25), (10, 25), (9, 25), (8, 25), (7, 25), (7, 24), (6, 24), (5, 24), (4, 24), (3, 24), (2, 24)]",246,1153,571,UCS,c3,h1
"(20, 27)","(2, 24)","[(20, 27), (20, 26), (19, 26), (18, 26), (17, 26), (16, 26), (15, 26), (14, 26), (13, 26), (12, 26), (11, 26), (10, 26), (9, 26), (8, 26), (7, 26), (6, 26), (5, 26), (4, 26), (3, 26), (3, 25), (3, 24), (2, 24)]",192,1011,502,UCS,c4,h1
"(30, 4)","(27, 1)","[(30, 4), (29, 4), (29, 3), (28, 3), (27, 3), (27, 2), (27, 1)]",60,80,39,UCS,c1,h1
"(30, 4)","(27, 1)","[(30, 4), (30, 3), (30, 2), (30, 1), (29, 1), (28, 1), (27, 1)]",75,81,40,UCS,c2,h1
"(30, 4)","(27, 1)","[(30, 4), (30, 3), (30, 2), (30, 1), (29, 1), (28, 1), (27, 1)]",62,84,41,UCS,c3,h1
"(30, 4)","(27, 1)","[(30, 4), (30, 3), (30, 2), (30, 1), (29, 1), (28, 1), (27, 1)]",60,79,39,UCS,c4,h1
"(14, 19)","(28, 2)","[(14, 19), (15, 19), (16, 19), (17, 19), (18, 19), (19, 19), (20, 19), (20, 18), (20, 17), (21, 17), (21, 16), (21, 15), (21, 14), (22, 14), (22, 13), (22, 12), (22, 11), (23, 11), (23, 10), (23, 9), (24, 9), (24, 8), (25, 8), (25, 7), (26, 7), (26, 6), (26, 5), (27, 5), (27, 4), (27, 3), (28, 3), (28, 2)]",310,1839,944,UCS,c1,h1
"(14, 19)","(28, 2)","[(14, 19), (14, 18), (14, 17), (15, 17), (16, 17), (16, 16), (17, 16), (18, 16), (18, 15), (18, 14), (19, 14), (19, 13), (20, 13), (21, 13), (21, 12), (22, 12), (22, 11), (22, 10), (22, 9), (22, 8), (22, 7), (23, 7), (24, 7), (25, 7), (25, 6), (25, 5), (26, 5), (27, 5), (27, 4), (27, 3), (27, 2), (28, 2)]",380,1840,944,UCS,c2,h1
